id,name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
209,GJ 163 c,49,11.79,Neptune-like,2013,6.8,Earth,0.223,Jupiter,0.1254,0.07008898,0.1,Radial Velocity
210,GJ 163 d,49,11.79,Neptune-like,2013,29.4,Earth,0.528,Jupiter,1.0304,1.7,0.37,Radial Velocity
211,GJ 179 b,40,11.963,Gas Giant,2009,0.82,Jupiter,1.24,Jupiter,2.41,6.3,0.21,Radial Velocity
212,GJ 180 b,39,10.914,Neptune-like,2014,6.49,Earth,0.217,Jupiter,0.092,0.04681725,0.07,Radial Velocity
213,GJ 180 c,39,10.914,Neptune-like,2014,6.4,Earth,0.215,Jupiter,0.129,0.06652977,0.09,Radial Velocity
214,GJ 180 d,39,10.914,Neptune-like,2020,7.56,Earth,0.237,Jupiter,0.309,0.29103354,0.14,Radial Velocity
215,GJ 2030 b,121,6.20902,Super Earth,2022,4.59248,Earth,1.98,Earth,0.034411,0.006570842,0.24,Radial Velocity
216,GJ 2030 c,121,6.20902,Gas Giant,2022,12.79888,Jupiter,1.1,Jupiter,16.763449,70,0.04,Radial Velocity
217,GJ 2056 b,93,10.37,Neptune-like,2020,16.2,Earth,0.372,Jupiter,0.283,0.19164956,0.72,Radial Velocity
218,GJ 229 A c,19,8.15,Neptune-like,2020,8.57613,Earth,0.256,Jupiter,0.384214,0.33374402,0.37,Radial Velocity
219,GJ 229 b,19,8.15,Neptune-like,2014,14.85045,Earth,0.353,Jupiter,1.086215,1.6,0.4,Radial Velocity
220,GJ 251 b,18,9.89,Super Earth,2020,4,Earth,1.83,Earth,0.0818,0.03887748,0.1,Radial Velocity
221,GJ 27.1 b,77,11.45,Neptune-like,2014,13,Earth,0.327,Jupiter,0.101,0.04325804,0.08,Radial Velocity
222,GJ 273 b,19,9.84,Super Earth,2017,2.89,Earth,1.51,Earth,0.091101,0.050924025,0.1,Radial Velocity
223,GJ 273 c,19,9.84,Super Earth,2017,1.18,Earth,1.06,Earth,0.036467,0.012867898,0.17,Radial Velocity
224,GJ 3021 b,57,6.59,Gas Giant,2000,3.37,Jupiter,1.17,Jupiter,0.49,0.36605063,0.51,Radial Velocity
225,GJ 3082 b,54,11.041,Neptune-like,2020,8.2,Earth,0.249,Jupiter,0.079,0.032580424,0.22,Radial Velocity
226,GJ 3090 b,73,11.403,Neptune-like,2022,3.34,Earth,2.13,Earth,0.03165,0.007939767,0.32,Transit
227,GJ 3138 b,93,10.8275,Super Earth,2017,1.78,Earth,1.18,Earth,0.0197,0.003285421,0.19,Radial Velocity
228,GJ 3138 c,93,10.8275,Super Earth,2017,4.18,Earth,1.88,Earth,0.057,0.016427105,0.11,Radial Velocity
229,GJ 3138 d,93,10.8275,Neptune-like,2017,10.5,Earth,0.288,Jupiter,0.698,0.7058179,0.32,Radial Velocity
230,GJ 317 b,50,12.4,Gas Giant,2007,2.5,Jupiter,1.18,Jupiter,1.151,1.9,0.07,Radial Velocity
231,GJ 317 c,50,12.4,Gas Giant,2018,1.64396,Jupiter,1.2,Jupiter,5.23,18.5,0.17,Radial Velocity
232,GJ 3222 b,59,6.9,Neptune-like,2022,11.73969,Earth,0.308,Jupiter,0.091179,0.029295003,0.93,Radial Velocity
233,GJ 328 b,67,9.99,Gas Giant,2013,2.3,Jupiter,1.19,Jupiter,4.5,11.2,0.37,Radial Velocity
234,GJ 3293 b,66,11.945,Neptune-like,2015,23.54,Earth,0.463,Jupiter,0.14339,0.08377823,0.06,Radial Velocity
235,GJ 3293 c,66,11.945,Neptune-like,2015,21.09,Earth,0.434,Jupiter,0.36175,0.33566052,0.11,Radial Velocity
236,GJ 3293 d,66,11.945,Neptune-like,2017,7.6,Earth,0.238,Jupiter,0.19394,0.13169062,0.12,Radial Velocity
237,GJ 3293 e,66,11.945,Super Earth,2017,3.28,Earth,1.63,Earth,0.08208,0.036413416,0.21,Radial Velocity
238,GJ 3323 b,18,12.57,Super Earth,2017,2.02,Earth,1.23,Earth,0.03282,0.014784395,0.23,Radial Velocity
239,GJ 3323 c,18,12.57,Super Earth,2017,2.31,Earth,1.32,Earth,0.1264,0.11088296,0.17,Radial Velocity
240,GJ 3341 b,77,12.062,Neptune-like,2015,6.6,Earth,0.219,Jupiter,0.089,0.03887748,0.31,Radial Velocity
241,GJ 338 B b,21,7.7,Neptune-like,2020,10.6,Earth,0.29,Jupiter,0.142,0.06680356,0.11,Radial Velocity
242,GJ 3470 b,96,12.332,Neptune-like,2012,13.9,Earth,0.408,Jupiter,0.0355,0.009034907,0.02,Radial Velocity
243,GJ 3473 b,89,13.74,Super Earth,2020,1.86,Earth,1.264,Earth,0.01589,0.003285421,0,Transit
244,GJ 3473 c,89,13.74,Neptune-like,2020,7.41,Earth,0.235,Jupiter,0.0876,0.042436685,0,Radial Velocity
245,GJ 3512 b,31,15.18,Gas Giant,2019,0.46,Jupiter,1.27,Jupiter,0.337,0.5577002,0.44,Radial Velocity
246,GJ 3512 c,31,15.18,Gas Giant,2020,0.2,Jupiter,0.832,Jupiter,1.292,4.4,0.02,Radial Velocity
247,GJ 357 b,31,10.91,Super Earth,2019,1.84,Earth,1.217,Earth,0.035,0.010677618,0,Transit
248,GJ 357 c,31,10.91,Super Earth,2019,3.4,Earth,1.66,Earth,0.061,0.024914443,0,Radial Velocity
249,GJ 357 d,31,10.91,Neptune-like,2019,6.1,Earth,0.209,Jupiter,0.204,0.15249829,0,Radial Velocity
250,GJ 3634 b,66,11.938,Neptune-like,2010,8.4,Earth,0.253,Jupiter,0.0287,0.007118412,0.08,Radial Velocity
251,GJ 367 b,31,10.153,Terrestrial,2021,0.546,Earth,0.718,Earth,0.0071,0.00082135526,0,Transit
252,GJ 3779 b,45,13.04,Neptune-like,2018,8,Earth,0.245,Jupiter,0.026,0.008213553,0.07,Radial Velocity
253,GJ 3929 b,52,12.675,Super Earth,2022,1.75,Earth,1.09,Earth,0.0252,0.007118412,0,Transit
254,GJ 3929 c,52,12.675,Neptune-like,2022,5.71,Earth,0.201,Jupiter,0.081,0.04106776,0,Radial Velocity
255,GJ 393 b,23,9.65,Super Earth,2021,1.71,Earth,1.17,Earth,0.05402,0.019164955,0,Radial Velocity
256,GJ 3942 b,55,10.166,Neptune-like,2017,7.14,Earth,0.229,Jupiter,0.0608,0.01889117,0.12,Radial Velocity
257,GJ 3998 b,59,10.844,Super Earth,2016,2.47,Earth,1.38,Earth,0.029,0.007118412,0,Radial Velocity
258,GJ 3998 c,59,10.844,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.089,0.037508555,0.05,Radial Velocity
259,GJ 411 b,19,7.49,Super Earth,2019,2.69,Earth,1.45,Earth,0.07879,0.035318274,0.06,Radial Velocity
260,GJ 414 A b,39,8.31,Neptune-like,2021,7.6,Earth,0.235,Jupiter,0.2324,0.13908282,0.45,Radial Velocity
261,GJ 414 A c,39,8.31,Gas Giant,2021,0.16937,Jupiter,0.749,Jupiter,1.4,2.1,0.11,Radial Velocity
262,GJ 422 b,41,11.66,Neptune-like,2014,11.07,Earth,0.297,Jupiter,0.111,0.0550308,0.11,Radial Velocity
263,GJ 4276 b,70,12.903,Neptune-like,2019,16.57,Earth,0.377,Jupiter,0.082,0.0366872,0.37,Radial Velocity
264,GJ 433 b,30,9.81,Neptune-like,2011,6.043,Earth,0.208,Jupiter,0.062,0.020260096,0.04,Radial Velocity
265,GJ 433 c,30,9.81,Neptune-like,2014,32.422,Earth,0.56,Jupiter,4.819,14,0.12,Radial Velocity
266,GJ 433 d,30,9.81,Neptune-like,2020,5.223,Earth,2.14,Earth,0.178,0.09883641,0.07,Radial Velocity
267,GJ 436 b,32,10.67,Neptune-like,2004,22.1,Earth,0.372,Jupiter,0.0291,0.007118412,0.14,Radial Velocity
268,GJ 480 b,46,11.49,Neptune-like,2020,13.2,Earth,0.33,Jupiter,0.068,0.026283368,0.1,Radial Velocity
269,GJ 486 b,26,11.39,Super Earth,2021,2.82,Earth,1.305,Earth,0.01734,0.0041067763,0.05,Radial Velocity
270,GJ 504 b,57,5.18799,Gas Giant,2013,4,Jupiter,1.16,Jupiter,43.5,259.9,0,Direct Imaging
271,GJ 514 b,25,9.05,Neptune-like,2022,5.2,Earth,2.13,Earth,0.422,0.38439423,0.45,Radial Velocity
272,GJ 536 b,34,9.71,Neptune-like,2016,5.36,Earth,2.17,Earth,0.06661,0.023819301,0.08,Radial Velocity
273,GJ 581 b,21,10.57,Neptune-like,2005,15.8,Earth,0.366,Jupiter,0.04061,0.014784395,0,Radial Velocity
274,GJ 581 c,21,10.57,Neptune-like,2007,5.5,Earth,2.21,Earth,0.0721,0.035318274,0,Radial Velocity
275,GJ 581 e,21,10.57,Super Earth,2009,1.7,Earth,1.17,Earth,0.02815,0.008487337,0,Radial Velocity
276,GJ 625 b,21,10.066,Super Earth,2017,2.82,Earth,1.49,Earth,0.078361,0.039972622,0.13,Radial Velocity
277,GJ 649 b,34,9.7,Gas Giant,2009,0.328,Jupiter,1.11,Jupiter,1.135,1.6,0.3,Radial Velocity
278,GJ 667 C b,24,10.602,Neptune-like,2011,5.6,Earth,2.23,Earth,0.0505,0.019712524,0.13,Radial Velocity
279,GJ 667 C c,24,10.602,Super Earth,2011,3.8,Earth,1.77,Earth,0.125,0.07693361,0.02,Radial Velocity
280,GJ 667 C e,24,10.602,Super Earth,2013,2.7,Earth,1.45,Earth,0.213,0.17029431,0.02,Radial Velocity
281,GJ 667 C f,24,10.602,Super Earth,2013,2.7,Earth,1.45,Earth,0.156,0.10677618,0.03,Radial Velocity
282,GJ 667 C g,24,10.602,Super Earth,2013,4.6,Earth,1.99,Earth,0.549,0.7014374,0.08,Radial Velocity
283,GJ 674 b,15,9.38,Neptune-like,2007,11.09,Earth,0.297,Jupiter,0.039,0.012867898,0.2,Radial Velocity
284,GJ 676 A b,52,9.58,Gas Giant,2010,5.77988,Jupiter,1.14,Jupiter,1.734535,2.9,0.32,Radial Velocity
285,GJ 676 A c,52,9.58,Gas Giant,2016,13.4381,Jupiter,1.1,Jupiter,9.67808,38.1,0.3,Radial Velocity
286,GJ 676 A d,52,9.58,Super Earth,2012,3.79832,Earth,1.77,Earth,0.039322,0.009856262,0.19,Radial Velocity
287,GJ 676 A e,52,9.58,Neptune-like,2012,6.69167,Earth,0.221,Jupiter,0.180707,0.0971937,0.15,Radial Velocity
288,GJ 680 b,32,10.129,Gas Giant,2022,24.43125,Jupiter,1.07,Jupiter,10.121898,47.3,0.38,Radial Velocity
289,GJ 682 b,16,10.94,Super Earth,2014,4.4,Earth,1.93,Earth,0.08,0.04791239,0.08,Radial Velocity
290,GJ 682 c,16,10.94,Neptune-like,2014,8.7,Earth,0.258,Jupiter,0.176,0.15687884,0.1,Radial Velocity
291,GJ 685 b,47,9.98,Neptune-like,2019,9,Earth,0.263,Jupiter,0.1344,0.066255994,0,Radial Velocity
292,GJ 687 b,15,9.15,Neptune-like,2014,17.2,Earth,0.385,Jupiter,0.163,0.104312114,0.17,Radial Velocity
293,GJ 687 c,15,9.15,Neptune-like,2020,16,Earth,0.369,Jupiter,1.165,2,0.4,Radial Velocity
294,GJ 720 A b,51,9.84,Neptune-like,2021,13.64,Earth,0.336,Jupiter,0.119,0.05338809,0.12,Radial Velocity
295,GJ 740 b,36,9.22,Super Earth,2021,2.96,Earth,1.53,Earth,0.029,0.006570842,0.24,Radial Velocity
296,GJ 832 b,16,8.66,Gas Giant,2008,0.68,Jupiter,1.25,Jupiter,3.56,10,0.08,Radial Velocity
297,GJ 849 b,29,10.41,Gas Giant,2006,0.9,Jupiter,1.24,Jupiter,2.409,5.2,0.04,Radial Velocity
298,GJ 849 c,29,10.41,Gas Giant,2014,0.702,Jupiter,1.25,Jupiter,4.974,19.4,0.1,Radial Velocity
299,GJ 86 b,35,6.12,Gas Giant,1999,4.42,Jupiter,1.15,Jupiter,0.11,0.04325804,0.04,Radial Velocity
300,GJ 876 b,15,10.16,Gas Giant,1998,2.2756,Jupiter,1.19,Jupiter,0.208317,0.16728269,0.03,Radial Velocity
301,GJ 876 c,15,10.16,Gas Giant,2000,0.7142,Jupiter,1.25,Jupiter,0.12959,0.08240931,0.26,Radial Velocity
302,GJ 876 d,15,10.16,Neptune-like,2005,6.83,Earth,0.224,Jupiter,0.020807,0.005201916,0.21,Radial Velocity
303,GJ 876 e,15,10.16,Neptune-like,2010,14.6,Earth,0.35,Jupiter,0.3343,0.34031487,0.06,Radial Velocity
304,GJ 887 b,11,7.56,Super Earth,2020,4.2,Earth,1.88,Earth,0.068,0.025462013,0,Radial Velocity
305,GJ 887 c,11,7.56,Neptune-like,2020,7.6,Earth,0.238,Jupiter,0.12,0.059685145,0,Radial Velocity
306,GJ 896 A b,20,10.05,Gas Giant,2022,2.26,Jupiter,1.19,Jupiter,0.63965,0.77864474,0.35,Astrometry
307,GJ 9066 c,15,12.71,Gas Giant,2020,0.21,Jupiter,0.856,Jupiter,0.88,2.1,0.46,Radial Velocity
308,GJ 9689 b,100,11.297,Neptune-like,2020,9.65,Earth,0.274,Jupiter,0.1139,0.050102666,0.29,Radial Velocity
309,GJ 96 b,39,9.4,Neptune-like,2018,19.66,Earth,0.417,Jupiter,0.291,0.20232718,0.44,Radial Velocity
310,GJ 9714 b,67,9.37,Gas Giant,2022,9.60029,Jupiter,1.11,Jupiter,12.341073,52.7,0.16,Radial Velocity
311,GJ 9827 b,97,10.37,Super Earth,2017,4.91,Earth,1.577,Earth,0.0188,0.003285421,0,Transit
312,GJ 9827 c,97,10.37,Super Earth,2017,0.84,Earth,1.241,Earth,0.03925,0.009856262,0,Transit
313,GJ 9827 d,97,10.37,Neptune-like,2017,4.04,Earth,2.022,Earth,0.05591,0.016974675,0,Transit
314,Gl 378 b,49,10.03,Neptune-like,2019,13.02,Earth,0.327,Jupiter,0.039435,0.010403832,0.11,Radial Velocity
315,Gl 49 b,32,9.56,Neptune-like,2019,5.63,Earth,0.2,Jupiter,0.0905,0.038056124,0.36,Radial Velocity
316,Gl 686 b,27,9.62,Neptune-like,2018,6.624,Earth,0.22,Jupiter,0.091,0.042436685,0.05,Radial Velocity
317,GPX-1 b,2137,12.316,Gas Giant,2021,19.7,Jupiter,1.47,Jupiter,0.0338,0.0046543465,0,Transit
318,GQ Lupi b,493,11.593,Gas Giant,2004,20,Jupiter,3,Jupiter,100,1195.9,0,Direct Imaging
319,GSC 06214-00210 b,354,12.416,Gas Giant,2010,16,Jupiter,1.8,Jupiter,320,6037.4,0,Direct Imaging
320,GU Piscium b,155,14.146,Gas Giant,2014,11.3,Jupiter,1.265,Jupiter,2000,155788.8,0,Direct Imaging
321,HAT-P-11 b,123,9.46,Neptune-like,2008,26.69772,Earth,0.389,Jupiter,0.05254,0.013415469,0.22,Transit
322,HAT-P-11 c,123,9.46,Gas Giant,2018,2.3,Jupiter,1.19,Jupiter,4.13,9.3,0.6,Radial Velocity
323,HAT-P-12 b,466,12.665,Gas Giant,2009,0.211,Jupiter,0.959,Jupiter,0.0384,0.008761123,0,Transit
324,HAT-P-13 b,805,10.421,Gas Giant,2009,0.851,Jupiter,1.272,Jupiter,0.04383,0.007939767,0.01,Transit
325,HAT-P-13 c,805,10.421,Gas Giant,2009,14.28,Jupiter,1.1,Jupiter,1.258,1.2219027,0.66,Radial Velocity
326,HAT-P-14 b,726,9.988,Gas Giant,2010,3.44,Jupiter,1.42,Jupiter,0.0596,0.012594113,0.11,Transit
327,HAT-P-15 b,628,12.41,Gas Giant,2010,1.94,Jupiter,1.06,Jupiter,0.0965,0.029842572,0.19,Transit
328,HAT-P-16 b,739,10.911,Gas Giant,2010,4.193,Jupiter,1.289,Jupiter,0.0413,0.007665982,0.04,Transit
329,HAT-P-17 b,301,10.375,Gas Giant,2010,0.58,Jupiter,1.05,Jupiter,0.0882,0.028199865,0.35,Transit
330,HAT-P-17 c,301,10.375,Gas Giant,2010,3.4,Jupiter,1.17,Jupiter,5.6,15.3,0.39,Radial Velocity
331,HAT-P-18 b,526,12.597,Gas Giant,2010,0.197,Jupiter,0.995,Jupiter,0.0559,0.015058179,0.08,Transit
332,HAT-P-19 b,659,12.826,Gas Giant,2010,0.292,Jupiter,1.132,Jupiter,0.0466,0.0109514035,0.07,Transit
333,HAT-P-1 b,519,9.827,Gas Giant,2006,0.525,Jupiter,1.319,Jupiter,0.05561,0.0123203285,0,Transit
334,HAT-P-20 b,232,11.231,Gas Giant,2010,7.246,Jupiter,0.867,Jupiter,0.0361,0.007939767,0.02,Transit
335,HAT-P-21 b,904,11.459,Gas Giant,2010,4.87,Jupiter,1.11,Jupiter,0.0494,0.011225188,0.23,Transit
336,HAT-P-22 b,267,9.763,Gas Giant,2010,2.47,Jupiter,1.15,Jupiter,0.0414,0.008761123,0.02,Transit
337,HAT-P-23 b,1190,11.937,Gas Giant,2010,1.34,Jupiter,1.09,Jupiter,0.0232,0.003285421,0.11,Transit
338,HAT-P-24 b,1355,11.762,Gas Giant,2010,0.75,Jupiter,1.3,Jupiter,0.04651,0.009308693,0.07,Transit
339,HAT-P-25 b,980,13.146,Gas Giant,2010,0.569,Jupiter,1.135,Jupiter,0.0466,0.010130048,0.02,Transit
340,HAT-P-26 b,463,11.757,Neptune-like,2010,22.2481,Earth,0.63,Jupiter,0.0479,0.011498973,0.12,Transit
341,HAT-P-27 b,650,12.052,Gas Giant,2011,0.62,Jupiter,1.02,Jupiter,0.04,0.008213553,0,Transit
342,HAT-P-28 b,1309,13.098,Gas Giant,2011,0.626,Jupiter,1.212,Jupiter,0.0434,0.009034907,0.05,Transit
343,HAT-P-29 b,1023,11.825,Gas Giant,2011,0.88,Jupiter,1.17,Jupiter,0.0667,0.015605749,0.09,Transit
344,HAT-P-2 b,417,8.72,Gas Giant,2007,8.7,Jupiter,0.951,Jupiter,0.06814,0.015331964,0.52,Transit
345,HAT-P-30 b,698,10.352,Gas Giant,2011,0.83,Jupiter,1.44,Jupiter,0.0419,0.007665982,0.04,Transit
346,HAT-P-31 b,1122,11.667,Gas Giant,2011,2.27,Jupiter,1.09,Jupiter,0.061,0.0136892535,0.25,Transit
347,HAT-P-32 b,943,11.439,Gas Giant,2011,0.68,Jupiter,1.98,Jupiter,0.03397,0.006023272,0.16,Transit
348,HAT-P-33 b,1292,11.032,Gas Giant,2011,0.92,Jupiter,1.85,Jupiter,0.04995,0.009582478,0,Transit
349,HAT-P-34 b,813,10.403,Gas Giant,2011,3.33,Jupiter,1.197,Jupiter,0.06774,0.015058179,0.43,Transit
350,HAT-P-35 b,1654,12.389,Gas Giant,2011,1.056,Jupiter,1.332,Jupiter,0.04978,0.009856262,0.02,Transit
351,HAT-P-36 b,960,12.146,Gas Giant,2011,1.8482,Jupiter,1.277,Jupiter,0.0241,0.003559206,0.06,Transit
352,HAT-P-37 b,1274,13.427,Gas Giant,2011,1.169,Jupiter,1.178,Jupiter,0.0379,0.007665982,0.06,Transit
353,HAT-P-38 b,832,12.525,Gas Giant,2012,0.267,Jupiter,0.825,Jupiter,0.0523,0.012594113,0.07,Transit
354,HAT-P-39 b,2274,12.282,Gas Giant,2012,0.599,Jupiter,1.571,Jupiter,0.0509,0.009582478,0,Transit
355,HAT-P-3 b,439,11.856,Gas Giant,2007,0.65,Jupiter,0.94,Jupiter,0.03866,0.007939767,0,Transit
356,HAT-P-40 b,1515,11.34,Gas Giant,2012,0.48,Jupiter,1.52,Jupiter,0.0608,0.0123203285,0,Transit
357,HAT-P-41 b,1136,11.365,Gas Giant,2012,1.19,Jupiter,2.05,Jupiter,0.04258,0.0073921974,0,Transit
358,HAT-P-42 b,1322,12.125,Gas Giant,2012,1.044,Jupiter,1.28,Jupiter,0.0575,0.012594113,0,Transit
359,HAT-P-43 b,1725,13.279,Gas Giant,2012,0.662,Jupiter,1.216,Jupiter,0.0444,0.009034907,0.21,Transit
360,HAT-P-44 b,1135,13.225,Gas Giant,2014,0.352,Jupiter,1.242,Jupiter,0.0507,0.011772759,0.04,Transit
361,HAT-P-44 c,1135,13.225,Gas Giant,2014,4,Jupiter,1.16,Jupiter,1.752,2.4,0.49,Radial Velocity
362,HAT-P-45 b,974,12.783,Gas Giant,2014,0.892,Jupiter,1.426,Jupiter,0.0452,0.008487337,0.05,Transit
363,HAT-P-46 b,948,11.997,Gas Giant,2014,0.493,Jupiter,1.284,Jupiter,0.0577,0.0123203285,0.12,Transit
364,HAT-P-49 b,1143,10.205,Gas Giant,2014,2.2,Jupiter,1.59,Jupiter,0.04378,0.0073921974,0,Transit
365,HAT-P-4 b,1045,11.118,Gas Giant,2007,0.671,Jupiter,1.274,Jupiter,0.04438,0.008487337,0,Transit
366,HAT-P-50 b,1681,11.703,Gas Giant,2015,1.35,Jupiter,1.288,Jupiter,0.0453,0.008487337,0.115,Transit
367,HAT-P-51 b,1436,13.51,Gas Giant,2015,0.309,Jupiter,1.293,Jupiter,0.05069,0.011498973,0.123,Transit
368,HAT-P-52 b,1178,14.107,Gas Giant,2015,0.818,Jupiter,1.009,Jupiter,0.03694,0.007665982,0.047,Transit
369,HAT-P-53 b,2175,13.78,Gas Giant,2015,1.484,Jupiter,1.318,Jupiter,0.03159,0.0054757018,0.134,Transit
370,HAT-P-54 b,469,13.398,Gas Giant,2015,0.76,Jupiter,0.944,Jupiter,0.04117,0.010403832,0.074,Transit
371,HAT-P-55 b,1668,13.197,Gas Giant,2015,0.582,Jupiter,1.182,Jupiter,0.04604,0.009856262,0.139,Transit
372,HAT-P-56 b,1046,10.92,Gas Giant,2015,2.31,Jupiter,1.51,Jupiter,0.0423,0.007665982,0.29,Transit
373,HAT-P-57 b,913,10.639,Gas Giant,2015,1.41,Jupiter,1.74,Jupiter,0.0406,0.0068446267,0,Transit
374,HAT-P-58 b,1682,12.925,Gas Giant,2021,0.372,Jupiter,1.332,Jupiter,0.04994,0.0109514035,0.073,Transit
375,HAT-P-59 b,866,11.64,Gas Giant,2021,1.54,Jupiter,1.123,Jupiter,0.05064,0.011225188,0.03,Transit
376,HAT-P-5 b,989,11.954,Gas Giant,2007,0.98,Jupiter,1.21,Jupiter,0.04073,0.007665982,0,Transit
377,HAT-P-60 b,761,9.727,Gas Giant,2021,0.574,Jupiter,1.631,Jupiter,0.06277,0.013141684,0.25,Transit
378,HAT-P-61 b,1105,13.096,Gas Giant,2021,1.057,Jupiter,0.899,Jupiter,0.0301,0.005201916,0.113,Transit
379,HAT-P-62 b,1138,12.539,Gas Giant,2021,0.761,Jupiter,1.073,Jupiter,0.03772,0.007118412,0.101,Transit
380,HAT-P-63 b,14624,20.1544,Gas Giant,2021,0.614,Jupiter,1.119,Jupiter,0.04294,0.009308693,0.069,Transit
381,HAT-P-64 b,2126,12.855,Gas Giant,2021,0.58,Jupiter,1.703,Jupiter,0.05387,0.0109514035,0.101,Transit
382,HAT-P-65 b,2409,13.121,Gas Giant,2016,0.527,Jupiter,1.89,Jupiter,0.03951,0.007118412,0.304,Transit
383,HAT-P-66 b,3051,13.014,Gas Giant,2016,0.783,Jupiter,1.59,Jupiter,0.04363,0.008213553,0.09,Transit
384,HAT-P-67 b,1212,10.106,Gas Giant,2017,0.34,Jupiter,2.085,Jupiter,0.06505,0.013141684,0,Transit
385,HAT-P-68 b,659,13.802,Gas Giant,2020,0.724,Jupiter,1.072,Jupiter,0.02996,0.0062970566,0.041,Transit
386,HAT-P-69 b,1113,9.774,Gas Giant,2019,3.58,Jupiter,1.676,Jupiter,0.06555,0.013141684,0,Transit
387,HAT-P-6 b,898,10.469,Gas Giant,2007,1.32,Jupiter,1.48,Jupiter,0.05239,0.010677618,0,Transit
388,HAT-P-70 b,1079,9.47,Gas Giant,2019,6.78,Jupiter,1.87,Jupiter,0.04739,0.0073921974,0,Transit
389,HAT-P-7 b,1113,10.481,Gas Giant,2008,1.84,Jupiter,1.51,Jupiter,0.03676,0.006023272,0,Transit
390,HAT-P-8 b,690,10.358,Gas Giant,2008,1.28,Jupiter,1.4,Jupiter,0.04496,0.008487337,0,Transit
391,HAT-P-9 b,1485,12.344,Gas Giant,2008,0.749,Jupiter,1.393,Jupiter,0.05287,0.010677618,0.08,Transit
392,HATS-10 b,1745,13.202,Gas Giant,2015,0.526,Jupiter,0.969,Jupiter,0.04491,0.009034907,0.501,Transit
393,HATS-11 b,3081,14.06,Gas Giant,2016,0.83,Jupiter,1.609,Jupiter,0.0507,0.009856262,0.34,Transit
394,HATS-12 b,2434,12.831,Gas Giant,2016,2.39,Jupiter,0.692,Jupiter,0.0441,0.008487337,0.085,Transit
395,HATS-13 b,1376,13.911,Gas Giant,2015,0.543,Jupiter,1.212,Jupiter,0.04057,0.008213553,0.181,Transit
396,HATS-14 b,1673,14.052,Gas Giant,2015,1.071,Jupiter,1.039,Jupiter,0.03815,0.007665982,0.142,Transit
397,HATS-15 b,3717,14.909,Gas Giant,2016,2.17,Jupiter,1.105,Jupiter,0.02712,0.0046543465,0.126,Transit
398,HATS-16 b,2469,13.957,Gas Giant,2016,3.27,Jupiter,1.3,Jupiter,0.03744,0.0073921974,0,Transit
399,HATS-17 b,1306,12.402,Gas Giant,2016,1.338,Jupiter,0.777,Jupiter,0.1308,0.044626966,0.03,Transit
400,HATS-18 b,2037,14.188,Gas Giant,2016,1.9795,Jupiter,1.329,Jupiter,0.0174,0.0021902807,0.17,Transit
401,HATS-1 b,926,12.155,Gas Giant,2012,1.855,Jupiter,1.302,Jupiter,0.0444,0.009308693,0.12,Transit
402,HATS-22 b,749,13.397,Gas Giant,2017,2.74,Jupiter,0.953,Jupiter,0.05025,0.012867898,0.08,Transit
403,HATS-23 b,2084,13.84,Gas Giant,2017,1.47,Jupiter,1.86,Jupiter,0.03397,0.006023272,0.114,Transit
404,HATS-24 b,1612,12.915,Gas Giant,2017,2.26,Jupiter,1.395,Jupiter,0.0238,0.003559206,0,Transit
405,HATS-25 b,1537,13.172,Gas Giant,2016,0.613,Jupiter,1.26,Jupiter,0.05163,0.011772759,0.176,Transit
406,HATS-26 b,2811,13.006,Gas Giant,2016,0.65,Jupiter,1.75,Jupiter,0.04735,0.009034907,0.245,Transit
407,HATS-27 b,2665,12.782,Gas Giant,2016,0.53,Jupiter,1.5,Jupiter,0.0611,0.012594113,0.581,Transit
408,HATS-28 b,1746,13.981,Gas Giant,2016,0.672,Jupiter,1.194,Jupiter,0.04131,0.008761123,0.202,Transit
409,HATS-29 b,1154,12.62,Gas Giant,2016,0.653,Jupiter,1.251,Jupiter,0.05475,0.012594113,0.158,Transit
410,HATS-2 b,1115,13.565,Gas Giant,2013,1.345,Jupiter,1.168,Jupiter,0.023,0.003832991,0,Transit
411,HATS-30 b,1116,12.283,Gas Giant,2016,0.706,Jupiter,1.175,Jupiter,0.04354,0.008761123,0.096,Transit
412,HATS-31 b,2525,13.315,Gas Giant,2016,0.88,Jupiter,1.64,Jupiter,0.0478,0.009308693,0.233,Transit
413,HATS-32 b,2431,14.386,Gas Giant,2016,0.92,Jupiter,1.249,Jupiter,0.04024,0.007665982,0.471,Transit
414,HATS-33 b,810,11.91,Gas Giant,2016,1.192,Jupiter,1.23,Jupiter,0.03727,0.0068446267,0.08,Transit
415,HATS-34 b,1660,13.857,Gas Giant,2016,0.941,Jupiter,1.43,Jupiter,0.03166,0.0057494864,0.108,Transit
416,HATS-35 b,1678,12.609,Gas Giant,2016,1.222,Jupiter,1.464,Jupiter,0.03199,0.004928131,0.306,Transit
417,HATS-36 b,2794,14.364,Gas Giant,2018,3.216,Jupiter,1.153,Jupiter,0.0523,0.011498973,0.11,Transit
418,HATS-37 A b,691,12.341,Neptune-like,2020,31.46517,Earth,0.606,Jupiter,0.04913,0.011772759,0,Transit
